Col1, Col2
0.5231589876751261,36.15014272061976
0.5135891624916374,35.79413697264794
0.32360693028978454,36.138261430686136
0.5342784716453371,36.233328825496045
0.5294088863138847,36.47315472986543
0.5427757572641708,35.72340785469171
0.4814529099041197,35.771827518317814
0.3932165283118979,36.475628130166754
0.33156968904511797,36.13329742181634
0.46914593326513754,35.10846484647358
0.5337451906284366,34.66562767862168
0.504701058099067,36.33884787118622
0.4445306643436804,35.30770241853919
0.3983093096902257,35.593658915258274
0.5316487048557682,35.36098867809473
0.4092525820299198,35.37496575055297
0.5033333839568962,35.94299133209717
0.34286041726285316,35.24682735741033
0.4651078234016757,35.96493144889669
0.4381539806623996,35.614804023714576
0.3137607290231003,35.49050584921242
0.3855634144773534,35.99727741435364
0.5164241609765203,35.821945123811595
0.5903809968375587,35.02863955453683
0.42122067993656276,35.31078991361232
0.4912394908305331,36.06933327716565
0.558650684384762,36.478409174490125
0.5150639543867401,35.73001260504335
0.4874724633811711,35.936371199985
0.40065585864983605,35.1687334555308
0.4275853024777082,35.76678480960496
0.5130490477835938,35.8900712128134
0.3662092762838779,34.89863452806747
0.4791627605051235,35.16201142379233
0.5028242731161048,36.19501597005914
0.5001505342090345,35.36544370686125
0.38677731370174445,36.010680094581794
0.48587876360069676,34.79568866951016
0.4038332985117049,35.96109003314696
0.45633661177470736,35.80764482394312
0.5674637544986112,35.68373065348552
0.4408630974520932,36.46833704120057
0.42499336907256563,35.38288995907063
0.480386375960941,35.96468669184716
0.3676250260521146,36.311379095393356
0.40179471060083904,35.21559606127684
0.4880234879643637,36.372657197839004
0.4224459015869504,36.674462221365474
0.4414266634490389,35.133336086702606
0.49846558821753506,35.26629185865077
0.5105992612534193,36.25545826784788
0.5325944890370299,35.84022886466014
0.5274661101180997,35.48301647354173
0.5099807032535758,35.88645735024188
0.5067069331957448,36.03903483713492
0.5311201493770298,35.36351840086241
0.4154668108619954,35.82232906750247
0.4961092968333903,36.00600481397673
0.3325250087905333,35.72474794923068
0.43789823936786393,35.73718909364024
0.45033121449782376,35.0107694957673
0.5069234393181494,35.947046164247965
0.4948178313418065,35.51306469011011
0.4478361028652579,36.10852648785919
0.38235259963646623,35.20827208235535
0.5034058541655955,35.47432537656774
0.5071118391082643,36.21540530583161
0.38584731026823615,36.12672559397205
0.4889637760774336,34.88332404701061
0.541166487173224,35.91938660751806
0.469278768328891,35.570356929315636
0.3919366875902694,35.15791507161034
0.5768118297016248,35.852563300127365
0.547928755291207,35.28793196837536
0.48938518083333943,35.65741407897503
0.5323772377271129,35.56868565391322
0.48258445691137336,36.150069162432665
0.3858724000540134,35.37060683003664
0.45311753916071623,36.02470407319818
0.4531489781243687,36.50797233717573
0.511911800062373,35.89232290347035
0.5012074477801873,35.59220617179384
0.46342560685127393,36.32749684256828
0.4019616312219885,36.33739779658312
0.42809965951169177,35.38976480648151
0.5026137719968422,35.154627288738304
0.5449651798436419,35.35014019451076
0.538364388057926,36.03414462735895
0.5312633690607812,35.943101972137875
0.4392937922740836,34.99304472830345
0.48064816301588287,36.14331085229202
0.304507467974551,34.71119799858935
0.4886480927732273,35.69872529511455
0.436936688044813,36.30998063546471
0.4855242586945047,35.86421726116103
0.49964951408808644,35.57240435866626
0.3477294770848034,35.51262289903088
0.4894359158710798,35.09377793296071
0.4643535293031185,35.48157074252038
0.518801983697926,36.1859368090568
0.4357137292636775,36.11705945809062
0.5700775505148973,35.68776399341236
0.4717779251112666,36.05429680882755
0.5718848515373468,36.02007940737984
0.37942698790517715,36.38544686032761
0.46578420927583647,35.15260265230862
0.4740969426493248,35.53164218928837
0.5384846990921069,36.37910009508919
0.5227677787774037,35.75522515103535
0.5146108900099943,36.525195197560436
0.5309587578385173,36.3647544223444
0.473241489193247,36.751173308693346
0.4451927644921146,35.25896336439145
0.5044298055211701,35.15530984107096
0.473273751022173,35.34855368834332
0.45899764623649075,35.61530252615805
0.44767006701414364,35.660264338707066
0.5134400979000432,36.100432529008074
0.4782986094631135,35.76545771444785
0.4121378538541883,35.473865451845
0.4665662058024403,35.967500748226456
0.41496329990292735,35.753775037012865
0.4275395508503263,35.865527063855204
0.4367892074250609,36.32201399919378
0.434029615944283,35.44771867279344
0.5565443566310972,35.19407654660978
0.4578770395068832,36.49276096353175
0.43818167292774923,35.861466327132455
0.44154118219652083,35.906582661126194
0.4802183788128112,36.34724391520567
0.4317902682344887,35.65515443983358
0.5250378553293952,36.38844224590995
0.5150657678225701,35.73189095256848
0.30671928822661354,35.70530821212361
0.5060412921558096,36.09322256789222
0.5246423003197995,35.026352861754866
0.44743251468843925,35.554862491510534
0.558583723518244,34.815780827204094
0.42172743301512333,36.04313861208632
0.5023746045040268,35.95858536123314
0.503250209540517,35.800318417602156
0.355068925237833,36.23434721932228
0.5283246815293668,36.21411190536844
0.45339432302289645,35.725260828335095
0.5660706890337334,35.80251601681646
0.5356591070753144,35.232311050806565
0.4880378014113568,36.18970580743821
0.4815432951817677,35.6618661381379
0.36396343593420827,36.40762506323655
0.4348059920305035,34.99307687299977
0.5397058645603732,36.97846265788896
0.49994277985143915,35.257760101425696
0.5175633690347762,35.70084401390301
