UnifSample,WeibullSample
125.69440582767129,18.548576106737332
163.52090599155053,22.858881610599386
151.72669008374214,15.038534969512877
138.8678412293084,20.47052888913185
139.31297415820882,4.15670349647831
133.47945309383795,57.4888647881829
168.01311193499714,27.567667566256322
157.15559811750427,15.954530042668422
159.43607650976628,16.98584327009911
115.3350276760757,15.808640456974112
114.548386126291,13.150345338165929
119.73473986983299,27.863302059130486
122.26287587406114,9.398429026477498
168.251103523653,13.067089974222057
115.97937552304938,84.47750596185264
156.8985438165255,86.38945508625399
176.2211402868852,15.953290374188466
117.41006534360349,21.844900979222064
124.63598631741479,32.098150519793904
116.82328445650637,44.34169296325868
162.26432151673362,35.81806719196913
174.3651766506955,27.105388412393136
120.17244227929041,40.43954946909504
169.63369726436213,29.138600131109882
148.82921288535,31.510233119803722
152.36115514300764,40.24973913400381
126.10183003405109,17.90908625039456
131.8134516584687,10.166715353408948
170.99081276729703,14.331981802422861
132.60784009983763,25.84839844365519
141.5939070242457,34.17777642136232
128.0384380016476,36.77062926747427
125.2012444329448,1.5917177437227792
162.51536138169467,27.686056807240437
148.99173359852284,42.82118151656688
123.16343441419303,10.5271323788968
118.54989193286747,39.08260420629937
158.61050944635645,16.11251309219669
129.8517984901555,18.73865805185203
124.98228771192953,27.635943084410535
117.36459130467847,21.74721278860549
137.9454521969892,30.694825525134164
176.80971314525232,70.39944921661409
171.2952550142072,17.625959164135853
159.4817562950775,58.83263364438115
143.28598927659914,32.08155297641883
140.8489506696351,4.54194897733416
161.46190742962062,40.062017411872525
177.82850695261732,33.10854765597372
170.14448531111702,49.41617246415886
122.57378123747185,31.92430318985864
144.8062086175196,14.09109133811927
118.44788462948054,24.82604826502759
125.47209343826398,25.06044222168868
169.95919926511124,57.73421891676065
161.04246627585962,31.649984179299942
146.13008768111467,54.19825750078345
125.91799318697304,31.813097761385773
114.61954545555636,38.5073883273296
115.26286567701027,2.784110067011131
170.96610671235248,11.747147130022013
120.43497631233186,81.21576228458805
167.84849151456729,13.335652985132741
143.32587447902188,23.854523559680462
173.85420381790027,9.280030349058059
120.61742894677445,2.1857166306935096
127.41374803939834,40.466598645060245
