SampledValues1,SampledValues2
23.939147207817214,26.2061651445374
27.349648749394298,24.745783598208092
26.318957001369995,25.815611398662497
32.55421275733579,21.130448622929077
30.756574283179706,23.577364841212557
28.814904737272553,28.96018682562452
20.930908187237048,26.813081712758795
29.52496432555325,20.218041542810486
23.141466744195924,34.06453806079531
29.54741247270965,15.488911077204174
28.831810238257034,19.138750706734438
21.732963540423373,24.738760650824283
25.497268413081972,18.89221600041608
29.67347156732725,16.967983387303388
26.486611391449586,19.83097441351954
31.116097663859144,22.293872900146546
25.611590385721335,26.41620973050908
24.026847894401584,27.026750430110077
30.38416404108053,31.273261365917257
25.285657160281254,23.257695211128553
25.098609139420944,18.383072563791632
23.83122674551291,41.84211063381393
26.369695809732683,24.664450411954004
23.362303680679652,34.05202525885422
24.199256488902112,36.36055408724186
24.780995885702605,26.730324915253288
26.379770713396894,17.850995304185243
26.174912540990945,21.579374556012873
20.160869070551854,26.89702000105631
29.221682376428635,13.584654178136743
25.500486540969558,22.816157043913968
29.539351498337005,20.996335181606568
25.30242050549928,38.472289782276235
23.218763946263657,20.50242301727101
29.27695959201933,15.021224125602407
23.89074246041383,22.575511514147507
21.431618484160765,28.840843147507357
27.37607763971168,16.996494472021247
25.552613498279307,11.711374683067746
20.899025868501102,40.48737200164003
29.914646401230662,18.971138393588348
30.721743647149644,27.594207436073514
27.14654634839807,29.83758316232868
22.711306389230796,29.791228980380637
32.43469740037413,21.012997647877157
30.47813223220147,20.653253962088915
27.953841819296233,21.58833580349106
31.7199839642292,33.21631299970435
23.40451303701331,17.9488017107568
33.765151174410434,22.9994514481597
25.91671120320386,29.579797817382204
20.617606188249805,22.499417130765686
26.49366297533423,21.42827547759194
25.827347460344534,13.201121216386452
26.076895549633257,25.023071063544283
24.90864928285479,25.56385726244145
28.857778672000123,19.099701971388328
31.62111779656312,23.312386768911374
30.20157768210825,34.89184839548455
28.317774192849235,15.733670729285857
30.237347689518266,23.148107276879667
25.828780967941505,21.316131711989375
27.980540330372605,33.242052169889064
23.63375677100998,22.42154712242323
29.050247931523685,17.63614062458567
28.027001061516003,18.967608528229373
27.2750356621435,27.799346307298624
30.425901234807363,24.4040052069433
23.87143107594925,21.3991015752298
31.089588253242315,20.00327654987939
33.90390064980744,25.075524033897224
20.337228179835638,25.215163982973422
22.71161130120234,27.39519848383772
28.58895731901797,22.742272575906558
22.940706458881483,19.46872541665124
26.383049915797734,22.432532178059862
23.786170546291945,27.64797443970214
24.785702020370458,45.207324387478714
