IAT,ST
0.15726673263298935,0.0023270746478629162
0.04861653274705083,0.003358582797655834
0.06651208856797794,0.004497646913244272
0.03549166821433225,0.004455416274546961
0.056365285767230044,0.005039212953451614
0.005157529112303494,0.001885288615314744
0.2652734082282536,0.002894612214346836
0.08808828454495643,0.0026959871627062876
0.03878324485295914,0.00830846149880628
0.04260384408582818,0.008683184736005841
0.03825250681907666,0.007014948420782879
0.029021767245381636,0.006525522113291104
0.08950905921493146,0.0018602215743280333
0.01753480809103225,0.008053364827074583
0.028746596967215488,0.0029167905175902166
0.472530388631778,0.000753992513093825
0.48866273332609533,0.0075903736306359585
0.03877872474812394,0.0061418510203343196
0.06213599233528999,0.0077665256117109265
0.110672095182617,0.0024429324101581554
0.17969521950335077,0.001094614494809038
0.13045818681849797,0.0069222822410585794
0.0858818854537331,0.001709926033574549
0.1565047707503222,0.0036060405531635493
0.09572406729951988,0.00330457321200831
0.10764541643779557,0.005929875691535898
0.15540418958026025,0.005221357128172083
0.04612413769418211,0.0015529209538343994
0.01972827506475383,0.005133442340287403
0.03302003201590864,0.004243526083710623
0.07997763862470464,0.005671724426526832
0.12160006990483296,0.006058181417289648
0.1356968327746122,0.0024199838277980798
0.001222129435370256,0.0035920998163878892
0.08865633552147667,0.006373046017777053
0.17053207916416158,0.00728801273121303
0.02078658972548819,0.0027683299468976258
0.14869397096200432,0.005447944848655385
0.03936072078785369,0.0060902881486178985
0.04936576223416278,0.0076034578328875195
0.08841573311505702,0.00458619277091433
0.06171965983171557,0.0006125625950044891
0.10349416657994226,0.0015161030576441522
0.35947774605427796,0.0026919674638313344
0.04503469826992479,0.004090494162361517
0.2746284672028185,0.004311957546096468
0.1105862655915395,0.0025156923526290457
0.005890897886878577,0.00022659779934928366
0.15431826822876982,0.001652083453489993
0.11593866984684009,0.0064718132151987675
0.2114081734549753,0.003955439099387446
0.10977419423893586,0.007313286579239226
0.03219104409151807,0.006018974279426692
0.07527998276494152,0.0016732273052589457
0.0763486238473563,0.0025533943214918193
0.266973441473489,0.0038393646279920282
0.10836233728179767,0.005955598368120128
0.24282651327836202,0.008645536877488728
0.10920111129016252,0.008339532634258821
0.14542337342037737,0.0015558804625373458
0.002827142627630508,0.006868513380361219
0.024502857269426137,0.001902504301223335
0.44542911958865883,0.004086923467953804
0.029637362138583256,0.00117319471658951
0.07090457175034626,0.006831893035376937
0.017204506223474247,0.005752604832533289
0.001966567705633082,0.0026792380789646296
0.15666182119806304,0.0010969914879693024
0.021219971436543084,0.0035035120808969413
0.38952297734605956,0.0020241188670461862
0.057037260155325065,0.004451531375195195
0.12153815998896178,0.0061129830325269115
0.053988125876959,0.00142394342848353
0.0645662919237644,0.0068624265834502755
0.023225764391211712,0.007256325180148817
0.17613297328048105,0.0005136654620450771
0.014590527823502342,0.004202719380199425
0.07723473647387102,0.0027842564370530896
0.09978467021211124,0.00862444964948114
0.0056159382370335464,0.0035856378919530505
0.12300286577099762,0.004487734286172328
0.08571577307798073,0.004799658608455387
0.07382571130413496,0.002974837609912809
0.20622435994150834,0.0035673920325009247
0.09577832679512,0.0053679285288243915
0.09638284213202652,0.005031531912698922
0.04058233748891382,0.0056021278758832775
0.03813081935034823,0.0014700976249796328
0.20804394878025256,0.008265912962490374
0.07649550355274215,0.0022383577027681664
0.021503425955415878,0.003230193596197512
0.09562048466947637,0.00450653886274858
0.23635297481669681,0.005688706682528316
0.02114771738528276,0.001023580290805492
0.15001415610868918,0.004468280079408279
0.10201848160135008,0.0034483991651908996
0.01153936532189448,0.0033033529435231752
0.0035986044337956713,0.004588789142134916
0.16782454432751948,0.0027895971621666863
0.13581009801346866,0.008133342928339586
0.15801719635728517,0.0054284852611610306
0.052525292683952785,0.0039033540056779485
0.07875457166132982,0.003838828027940593
0.04061427870765755,0.0036981778531171637
0.01933642821654935,0.0060316791021557325
0.0316715936601728,0.0035697669220849464
0.10043212094590359,0.005050614955146861
0.013753767867092037,0.00045440954061857445
0.22766302377717196,0.0027007410559666614
0.06396451863751906,0.0035491295813190843
0.3437867059615165,0.006831670971245191
0.06484803354895874,0.009838849025722055
0.03534794966754795,0.004412104308866382
0.04237163883889927,0.00666685430875512
0.119888539445558,0.007596291860262269
0.11583852968162311,0.004626849588640037
0.08833748369593586,0.006087967481568574
0.02534097730286966,0.00471773492016015
0.02917512638248887,0.0004963788713339129
0.13061629281316733,0.0021588783023353698
0.36065228131863236,0.00317062711768055
0.07311024677849431,0.005437218567349247
0.14813085305179285,0.0003503040166026406
0.11748893061398569,0.0047055625996818996
0.08772678985265081,0.0024209398411340014
0.04970710779625698,0.005527569558668901
0.006908203843948968,0.003532158158586335
0.0027704502383798513,0.004143997011065486
0.13356217687326577,0.006640231374833963
0.1799985386437335,0.0035376904810086904
0.33815783997163074,0.004589632172809187
0.04467939696574952,0.002309623130944104
0.036710755665836814,0.002477573792682547
0.2594721744784163,0.0043986640328013546
0.0924839660601009,0.010390565762593987
0.07200576451445428,0.0038697852058812566
0.0743149408251842,0.004366632131408517
0.11164355340597076,0.009069280345316733
0.21717010688385052,0.002585404530655794
0.026204039014658065,0.0022268806100607325
0.05244925443651027,0.007601820084147107
0.34672173703910936,0.006939094913223225
0.17661581421670292,0.0050434063371998655
0.07648362529118025,0.003950157920584153
0.0070861373887272094,0.006547556707291291
0.07895711898498625,0.003742449049571346
0.20643537848674143,0.0009722385390053894
0.1064722453634559,0.004978451115337384
0.015414411452912447,0.0031637423880348575
0.1398363670581837,0.004974608068021632
0.021841209113475202,0.005968534110068556
0.009074168484950462,0.006361967922644611
0.12022705148768509,0.0011581851167817142
0.008742848896655886,0.0023525063543166076
0.02437903061640867,0.004445163761242564
0.08343268553434413,0.004844551786889449
0.004954049131725924,0.003605234330810357
0.08477758023582638,0.0027564448741079824
0.036353110009773815,0.005444677792819994
0.06937651591769978,0.005810674853524845
0.015871541334234962,0.007886858196497173
0.2310025317246165,0.006302117651093335
0.1344678078305499,0.003470995730650149
0.22306055536050806,0.0016031741956629426
0.023861146654141407,0.0028762432700486437
0.0783762484776247,0.005266172387826336
0.04985579714467292,0.004317567313834824
0.07875708525657643,0.0019158207709470668
0.021039508582834543,0.008170949838700325
0.17411288288208127,0.008374211905521216
0.34045258682912305,0.004322452482413971
