IAT,ST
0.09279946422480057,12.723188678867913
0.1639319166586375,8.556109563163941
0.04376263508425127,20.202096547806185
0.10795739498976503,22.656953326816865
0.030868187061101116,25.26914269167684
0.1734978913811882,19.287149534327092
0.1368320248991164,5.646993563334353
0.04266880669453166,19.509543768784507
0.022822599087644724,6.7590717409370065
0.20700560452454164,29.490614996233926
0.1617350292108808,11.82080259157913
0.09575144251692214,21.619757934209936
0.02721280909900403,10.083891261928933
0.0321636004558159,10.122589490347375
0.0372030870654374,7.8394443021508495
0.11294086742694787,28.604698293272808
0.011422327656231746,5.817904538861565
0.022957682817646763,9.459853687274855
0.05152519730406557,6.8955929479105045
0.03219426538830317,11.886129602856075
0.24928955716950352,26.652336611963428
0.1432187447392239,7.2549623565140156
0.03753577026657817,22.74716132945722
0.10224663540251377,20.081672018409588
0.07915874666139766,7.441539425195908
0.08115272376505889,11.308368509655452
0.2315955276022561,12.353308241893885
0.01833281837162204,5.134151630609372
0.04612404729470043,19.930121032567456
0.003582299764807839,11.782396251374005
0.0919204410502199,31.55112880015293
0.007674676893030696,23.95239191613169
0.15922179361643973,8.012335467755449
0.011408820530374175,13.071187500159098
0.02277569710916527,17.172056581601137
0.02870231168770765,22.986946402508615
0.13761842329130092,30.20814355082543
0.04210661463735654,7.535018185088158
0.06497104813860366,29.478907830618944
0.19776181721128872,1.7228239754578176
0.014314021380293251,13.287785059837063
0.04943997660181898,18.70365378338349
0.18138741391489743,19.045049610588705
0.05876634104188305,16.303565272897625
0.08306683686274585,9.83700924906656
0.08271411786857374,24.608482556773218
0.0344105967367665,11.094388111814089
0.05615356166419527,14.742887474352214
0.009940531521901885,8.098852114779534
0.029249733551031554,16.181139660952343
0.2508780402929496,13.539234519285014
0.2868609998316618,12.647519441518277
0.005200875090776158,4.256916425722046
0.17230143311720791,5.691373686561323
0.05326267254934791,30.70788063835584
0.08482121454797298,16.801215087387682
0.01889651947890325,7.36486941821551
0.014510144622927434,7.507543241973828
0.25171618533826035,27.94027291947036
0.13471363377555523,7.404449090783973
0.021173754994408434,4.219929966501707
0.017949037156837377,3.8187839461962105
0.12330448294033935,8.715653256167373
0.12365578028987212,13.630095613059389
0.046410064844589094,37.543814761027605
0.03650531946907609,15.845252076455756
0.032359374332912694,18.769994381339856
0.006875894968672469,4.8407601111387
0.2813473302664189,9.723698110871313
0.1951392342989866,10.111904707241282
0.1237785159220266,33.381684109361395
0.22812281651142552,30.88765513904643
0.06464444449331896,6.223416682681407
0.0429276213053269,7.509229967333047
0.070073137652507,8.656988210051404
0.21111361050604405,23.176004305397598
0.022585660453531275,28.242950436171785
0.009616900517728233,13.475582565802451
0.09148216120061203,22.246398089050693
0.05752620308040335,13.747745775691177
0.13827458175630625,18.309952316828074
0.07646973306294313,3.9958681883541654
0.019393389574327458,25.259204253891053
0.1085174821783168,15.295996630341678
0.17049459285632906,18.999558568449356
0.058692038464494445,12.841407383304682
0.04133297928693569,34.52671007644806
0.1551425489997067,17.913833724802913
0.027186835433099077,14.526590635858582
0.04272597190372007,28.561972666742548
0.05171900332133017,20.380643081750502
0.00742732820336478,32.20663612375725
0.020127129432712998,25.883384412386018
0.022271452274686965,4.699926849804948
0.26413896758703537,21.435460052303775
0.012391685369790295,6.072242593907899
0.11896866664987726,16.91617511075728
0.01815244522428472,6.105934622259078
0.16459740107592324,19.018737819103055
0.04596489606415588,5.5502058131788
0.3243621519975921,8.313272699818262
0.005113545408981679,28.941790236996404
0.027088704030227007,4.181919144025857
0.16682236085744684,8.892829584929974
0.05711331689656518,11.80031595273468
0.02280975120943829,14.402740314797523
0.16488616611079188,3.6531784809543435
0.003496715695847641,20.477605084863022
0.05962046765793794,16.804939405939244
0.02719379240955533,27.034103213473067
0.04695804665816716,15.886944363813754
0.16286451633170174,35.10289914352364
0.008938813090832554,12.925273839546172
0.1794100897052644,4.121236024775531
0.1126268929908818,23.568408183881278
